Exited,Tenure,NumOfProducts,Age,EstimatedSalary
0,4,2,26,132801.57
1,4,1,40,85455.62
0,6,2,36,98657.01
0,2,2,36,107948.72
1,2,3,50,67944.09
0,0,2,62,192892.05
1,7,1,61,187247.56
0,4,2,25,114722.42
0,1,2,35,111687.57
0,1,2,24,184182.25
1,4,1,52,52759.82
0,10,1,34,126451.14
0,6,2,29,12048.67
0,6,2,42,95804.33
0,8,2,26,197911.52
0,10,1,29,182531.74
1,3,1,45,168002.31
0,4,1,47,79450.61
0,2,2,60,60615.83
0,5,2,61,8643.21
0,5,1,35,172172.7
1,1,2,40,174434.06
1,3,1,58,194930.3
0,0,1,33,137476.71
0,6,2,38,94415.6
1,6,2,46,120376.87
1,8,1,45,97623.42
1,3,4,61,66238.23
1,9,3,41,131710.59
0,1,2,24,69052.87
0,5,2,34,56780.97
0,0,1,43,170072.9
1,1,3,50,191849.15
0,0,1,59,84803.76
1,4,2,50,31840.59
1,8,2,36,12096.61
0,0,2,42,44165.84
0,3,1,53,91406.62
0,7,2,46,83282.21
1,8,1,71,198446.91
0,2,1,30,7554.68
0,9,1,38,80416.16
0,4,2,41,164549.74
0,4,2,26,175477.03
0,8,2,30,137903.54
0,2,2,40,93795.86
1,6,1,30,67997.13
0,1,1,34,49492.15
0,9,1,58,35825.18
0,5,2,27,67494.23
1,6,1,38,73963.17
0,4,2,50,145159.26
0,6,1,29,123850.58
0,1,2,42,23822.04
1,6,1,47,45750.21
0,2,1,40,159773.14
0,5,1,31,84238.63
0,7,1,44,72330.46
0,9,2,58,26767.85
0,2,2,40,164768.82
1,9,2,51,1112.76
1,5,1,54,176680.16
0,4,2,36,43999.64
0,8,1,29,140746.13
0,1,1,32,152790.92
1,0,1,30,81537.85
1,6,1,38,2004300
0,0,2,31,183038.33
0,5,2,46,138849.06
0,7,2,31,170333.38
0,0,1,40,60416.76
0,9,2,28,100240.2
0,6,1,50,2704.98
0,8,2,33,68815.05
0,5,1,32,64839.23
0,8,1,44,144494.94
0,7,1,22,185510.34
0,2,1,38,56055.72
0,6,2,40,155061.97
0,7,2,53,119817.19
1,6,1,47,16259.64
0,10,1,29,184654.87
0,4,2,28,5278.78
0,2,1,40,113244.73
0,1,2,48,8908
0,7,1,62,64490.67
1,10,3,24,154971.63
0,9,2,41,155786.39
0,0,2,28,129084.82
0,7,1,34,188533.11
0,5,1,25,13411.67
0,5,2,34,15733.19
0,3,2,32,73127.61
0,1,1,31,101704.19
0,1,1,32,101986.16
0,2,1,46,114442.66
0,4,1,38,15669.17
0,3,1,42,157486.1
0,3,2,34,131281.28
0,7,2,26,197001.15
1,3,4,58,128881.87
0,9,1,63,85101
0,9,2,35,149822.04
1,6,4,45,108040.86
0,1,2,30,135795.53
1,8,1,49,25867.67
0,6,2,35,130483.56
0,5,1,36,183479.12
0,0,2,27,77027.34
0,9,2,28,94141.75
0,3,1,29,4092.75
0,5,1,29,109257.59
0,2,2,29,104617.99
0,6,2,25,167705.07
1,2,1,48,103712.05
1,3,1,42,161242.99
0,3,2,36,6089.13
0,1,1,35,159777.37
0,2,2,48,2198608
0,1,1,41,188274.6
1,9,1,42,27608.12
0,4,2,27,183569.25
0,2,2,30,145537.32
0,0,2,29,164717.95
0,9,2,43,76357.43
1,3,2,40,120158.72
0,8,2,31,151843.54
0,6,1,28,5698.97
0,5,1,22,122865.55
0,4,1,27,152665.85
0,5,1,27,192131.77
0,5,2,23,62851.6
0,5,2,39,140941.47
1,9,1,51,56767.67
0,4,1,21,177235.23
0,6,2,37,86242.18
0,5,1,33,34215.58
0,4,2,40,44406.17
0,0,2,38,165196.65
0,3,1,26,34542.41
1,3,1,44,74838.64
0,2,2,53,36980.54
0,5,2,34,111676.63
0,9,1,29,25858.68
1,2,3,40,177028
1,4,1,62,30990.16
0,2,1,44,136915.15
1,2,1,28,108457.99
1,8,1,44,131609.48
0,2,1,32,159737.56
0,3,2,29,142238.54
1,9,1,30,105890.55
0,7,2,37,194270.91
0,3,1,35,105443.47
1,2,1,52,173899.42
0,5,2,19,122823.34
1,9,1,64,13181.37
0,7,2,35,140780.8
0,2,2,34,78560.64
0,2,1,50,185855.21
0,7,1,25,128276.95
0,5,2,38,140197.42
1,1,1,43,32462.39
0,10,1,38,162253.9
0,10,2,38,30498.7
0,4,1,35,90280.7
0,5,2,39,32615.21
0,5,2,36,196142.26
0,3,2,27,16998.72
0,9,1,23,62980.96
0,7,2,28,185660.3
0,6,2,60,77331.77
0,0,1,42,97338.62
0,3,2,44,67234.33
0,4,1,32,143783.28
1,8,1,38,77661.12
0,2,2,42,89123.99
0,1,2,37,70810.8
0,8,2,31,17550.49
0,2,2,34,21497.27
0,3,2,29,124749.08
1,8,3,39,36051.46
0,0,1,40,143681.83
0,7,2,48,150694.58
1,5,3,28,170487.4
0,8,1,29,97684.46
0,4,2,31,53520.03
0,2,2,31,15200.61
0,4,1,30,196894.62
1,7,1,46,4969.13
0,2,2,27,26229.24
0,4,2,34,134034.32
0,9,1,22,198032.93
0,3,1,38,119882.86
0,1,1,21,133102.3
0,4,1,37,176395.02
0,1,2,37,193179.88
0,9,2,28,125062.02
0,9,1,32,143287.58
0,9,1,67,87236.4
0,8,1,55,93769.89
0,1,1,38,88965.46
0,3,2,45,30793.61
0,6,2,70,74532.02
0,3,1,39,113086.08
1,9,1,42,32574.01
1,8,3,56,130113.78
1,3,3,44,104722.47
0,9,1,32,14559.62
0,8,1,41,598.8
0,8,1,38,129697.99
0,4,1,58,36315.03
0,3,1,37,-286745
0,2,2,57,70954.41
0,10,2,46,73470.98
0,1,2,23,91573.19
0,3,1,30,3154.95
0,7,2,33,88187.81
1,1,1,48,118855.26
0,5,1,32,125256.53
0,7,2,37,39016.43
0,2,1,30,145796.49
0,8,2,36,168816.22
0,4,2,31,73322
1,3,3,41,113677.53
0,7,1,45,124607.7
0,4,1,34,11276.48
0,8,2,38,136620.64
0,2,1,41,70523.92
1,4,1,22,51980.25
0,7,1,38,113481.02
0,9,1,52,49025.79
0,8,2,36,145937.99
0,10,2,35,25161.61
1,8,1,48,175753.55
0,6,1,25,24903.09
1,9,3,57,169719.35
0,8,2,42,179565.57
1,8,1,31,115337.74
0,6,2,28,48131.92
0,0,1,42,160828.98
0,7,2,31,145151.96
0,1,1,29,196293.76
1,4,2,45,161653.5
0,6,2,36,84635.64
0,7,1,37,159486.76
0,2,1,68,38596.34
0,6,2,50,27814.74
0,3,2,28,183893.31
0,6,1,47,140803.7
0,7,2,38,146585.53
0,9,2,36,40062.29
0,1,1,30,181300.32
0,10,1,27,84136.12
0,4,2,26,197594.34
1,1,1,38,125953.83
0,5,2,32,75465.41
0,7,1,28,177737.07
0,6,2,72,7144.46
0,1,2,29,155639.76
0,1,1,28,162428.05
1,3,2,51,12457.76
0,7,2,39,14917.09
1,8,1,61,182184.09
0,10,2,71,129984.2
0,9,2,38,194872.97
0,8,2,40,117507.11
1,9,2,61,157527.6
0,8,2,24,92612.88
0,6,2,33,74850.84
0,5,2,37,127413
1,7,1,43,69584.3
1,9,1,40,198814.24
1,6,3,46,162643.15
0,1,1,39,114092.52
1,0,1,44,68860.3
0,4,1,39,16150.34
0,3,1,66,115227.02
0,2,2,45,170621.55
0,5,1,23,103099.22
1,8,1,52,172495.81
0,7,1,25,38772.82
0,6,1,39,44946.29
0,2,2,27,146007.7
0,6,1,28,145558.42
0,8,1,43,193312.33
0,9,2,51,40257.79
0,8,1,29,46677.9
1,4,1,53,153887.93
0,7,1,43,103108.33
0,2,2,44,58652.23
1,5,1,51,91624.11
1,0,1,38,65986.48
0,3,2,33,113845.19
0,7,1,42,67607.9
0,2,2,32,145471.94
0,10,2,30,124071.71
0,9,2,34,67502.12
0,2,3,28,78707.97
1,7,1,52,171189.83
0,2,2,40,149381.32
0,1,2,37,100335.55
0,4,2,25,152698.24
0,8,2,30,41192.95
0,4,1,37,132540.33
0,5,2,34,96875.52
0,1,1,31,152305.47
0,10,2,33,49672.01
0,3,1,34,133997.53
0,5,1,59,50454.8
0,9,2,32,16402.11
0,1,1,40,67803.83
0,4,1,43,9241.78
0,7,2,36,100601.73
0,9,1,33,98734.15
0,6,2,43,160574.09
0,1,2,53,26015.8
0,0,2,32,187172.54
0,4,1,20,55763.66
0,8,1,40,75848.22
0,9,1,30,40313.47
0,6,2,35,23864.21
0,8,2,60,51380.9
0,6,1,49,93551.36
0,2,2,36,169415.54
0,1,1,32,6935.31
0,4,2,40,25399.7
0,5,2,38,66256.27
1,2,1,48,114709.13
0,6,2,38,158357.97
0,2,1,35,164815.59
1,10,1,45,132127.69
0,4,2,39,146637.45
1,7,2,38,90256.06
0,5,2,41,34827.43
0,9,1,41,22074.48
0,5,1,39,109805.17
1,5,1,48,100478.6
0,6,2,40,97416.34
1,4,1,53,24207.86
0,1,1,33,69132.66
0,5,2,75,9376.89
1,3,1,45,43046.7
0,3,2,51,20856.31
0,3,2,25,187048.72
0,4,2,32,53420.53
0,7,1,45,37013.29
0,6,2,25,89566.64
0,8,1,33,149913.84
0,9,2,43,18066.69
0,8,1,37,26912.34
0,6,1,21,173511.72
0,9,1,26,146785.44
0,1,1,27,1050.33
1,8,2,36,89587.34
0,9,2,22,74405.34
0,1,2,55,54409.48
0,0,2,38,3647.57
1,3,4,52,198874.52
0,1,1,36,53412.54
0,9,1,32,194867.78
0,7,1,33,150452.88
0,7,1,35,57807.05
0,5,2,67,107534.32
0,1,1,36,194073.33
1,6,1,52,126233.18
1,8,2,37,182354.46
0,2,1,35,120586.32
0,3,2,37,50578.4
0,8,1,38,86575.46
0,3,2,29,153392.28
0,5,2,42,115509.59
0,6,2,37,82176.48
0,1,1,26,63717.49
0,2,2,37,198745.94
0,9,1,31,1395167
0,5,1,34,20058.61
0,5,2,30,170638.98
0,3,2,44,30607.11
0,9,2,50,37171.46
0,3,1,31,42589.33
0,7,1,47,66799.28
0,2,1,33,101866.39
0,9,2,29,49284
1,6,1,52,27445.4
0,7,2,35,70760.69
1,8,3,26,104502.02
0,2,2,73,165407.96
0,1,1,33,113580.79
0,7,2,47,45978.39
0,3,1,35,152012.36
0,7,1,32,77349.92
0,6,2,41,47322.05
0,0,2,22,38772.65
0,9,1,69,24489.44
0,6,2,38,14466.08
0,2,1,33,63142.12
0,8,1,52,41858.43
1,1,3,32,127443.82
0,6,2,40,84151.98
0,7,2,28,58595.64
1,1,1,52,37240.11
1,2,1,56,114522.68
1,6,2,57,72549.27
1,4,2,38,176712.59
0,9,1,42,152855.96
0,4,2,33,73371.65
0,8,1,46,70323.68
0,6,1,34,9663.28
0,4,2,41,142514.66
0,6,1,29,118623.94
0,9,1,76,68400.14
0,8,2,63,115291.86
0,6,1,32,170382.99
1,0,1,39,112946.67
0,4,1,32,79812.77
0,7,1,42,19862.78
0,7,2,37,158610.89
1,9,1,54,191212.63
0,8,1,46,61931.21
1,7,1,33,58043.02
0,8,2,35,22247.27
0,10,1,44,31448.52
0,6,2,28,146875.86
0,5,2,27,116081.93
1,2,1,39,73669.94
0,5,2,28,93959.96
0,9,2,26,158918.03
0,9,1,42,198193.75
0,9,1,41,13160.03
0,7,2,32,4660.91
1,4,1,20,180197.74
0,1,2,42,63023.02
0,7,1,36,118971.74
0,1,2,29,154700.61
0,4,1,39,97577.17
0,0,1,37,48990.5
1,7,2,31,140262.96
0,10,1,51,130189.53
0,6,2,43,16301.91
0,5,2,33,126962.41
0,1,1,46,158750.53
0,8,2,30,199644.2
1,10,1,41,144272.71
0,2,2,29,98320.27
0,9,1,25,64129.03
0,7,1,29,181221.09
0,7,2,31,163809.08
1,9,3,38,171457.06
0,3,2,51,15801.02
0,1,2,46,102950.79
0,5,2,36,174918.46
1,5,1,45,193160.25
1,5,3,39,5831
0,7,2,36,82298.59
0,7,2,34,130686.59
1,7,1,45,52885.23
0,2,1,30,68985.99
0,9,1,42,35367.19
1,9,1,56,196241.94
0,9,1,59,170705.53
0,6,2,37,126477.41
0,4,1,39,159618.17
1,9,3,45,195395.33
0,1,1,35,168285.85
0,1,1,40,138052.51
0,3,2,41,71179.31
0,2,2,39,55556.3
0,3,2,43,31705.19
0,8,1,35,186118.93
0,9,2,35,195580.28
0,8,1,30,54113.38
0,0,2,42,127528.84
1,1,1,26,60231.74
1,1,3,47,156878.42
1,1,1,45,182784.11
0,2,1,19,129690.5
0,8,1,49,113860.81
0,5,2,51,184524.74
0,8,1,59,36124.98
0,3,1,39,121316.07
0,2,1,29,185630.76
0,7,2,45,71133.12
0,7,1,26,32020.42
0,5,2,47,162760.96
0,1,1,33,175178.56
0,5,2,40,177099.71
0,4,2,43,66406.37
0,2,2,32,59559.81
0,6,1,55,175750.21
0,5,2,47,174311.3
0,4,2,39,171716.81
1,1,1,45,189362.39
1,5,1,33,180716.1
0,10,1,62,116977.89
0,1,2,31,185105.44
1,2,1,47,35046.97
0,8,1,30,36251
0,9,1,41,103174.5
0,4,2,27,122642.09
0,3,1,43,122937.57
0,8,2,43,8757.39
0,10,1,32,125782.29
0,2,2,29,122487.73
0,8,1,27,20066.38
0,7,2,29,55473.15
0,6,2,38,38962.94
0,3,1,36,63795.8
0,7,2,27,163060.43
0,2,1,39,26578.69
0,5,1,41,5066.76
0,6,2,39,140497.67
0,7,2,40,146156.98
0,3,1,42,199316.19
0,2,2,48,103944.37
0,10,2,39,138021.36
0,1,1,20,68621.98
0,4,1,22,28149.06
1,3,3,45,135169.76
0,10,2,85,116537.96
0,2,1,36,105922.69
1,9,1,45,88211.12
0,1,2,43,26900.63
0,1,2,21,582230
0,9,2,47,113163.17
0,8,2,26,19324.5
0,4,2,38,189678.7
0,7,2,34,26387.71
0,10,2,29,106276.55
0,1,1,38,45015.38
0,2,1,29,173495.77
0,1,1,27,52581.96
1,3,1,31,146339.27
0,7,2,48,182609.97
0,1,1,37,197890.65
0,4,2,32,6225.63
1,5,2,44,123977.86
0,1,1,53,170195.4
0,2,2,35,114190.3
0,5,2,34,27022.57
0,1,1,67,59457
0,4,2,44,165038.41
0,1,1,58,154181.41
0,1,1,33,134960.98
0,8,2,58,65708.5
0,8,2,33,117374.22
0,7,2,43,77703.19
0,3,2,33,177651.38
0,9,3,40,60954.45
0,7,1,32,151924.9
0,6,2,35,26318.73
0,8,1,42,147557.71
0,5,2,28,125918.17
0,10,1,31,190803.37
0,7,1,31,11043.54
1,7,2,43,119100.05
0,2,2,32,140579.17
0,7,2,32,37731.95
0,8,1,30,1852.58
0,0,2,32,172049.84
1,6,1,44,133591.11
0,10,2,35,192751.18
0,2,2,43,193828.27
0,6,1,33,55775.72
0,6,2,36,102280.29
0,1,2,34,44965.44
0,3,2,28,170661.02
0,2,1,29,197145.89
1,5,1,44,192359.9
1,4,1,40,141210.18
0,8,2,30,100557.03
1,3,1,54,130805.54
0,8,2,22,92606.98
0,2,2,36,123956.83
0,5,1,25,102758.43
0,8,1,40,94876.65
1,3,2,43,94811.85
0,2,2,37,67840.81
0,2,1,31,4050.57
0,5,1,41,134665.25
0,3,2,25,181647.13
0,7,1,19,33282.84
1,8,1,59,27965
0,3,1,30,68343.53
0,3,2,24,198161.07
0,8,1,60,196858.4
0,3,2,35,120511.03
0,9,1,32,30886.35
0,3,2,29,2743.69
0,10,2,47,167778.62
0,5,1,31,132404.64
1,4,2,28,144423.17
0,6,2,45,181204.5
1,2,1,30,182726.22
0,1,2,28,120880.72
1,10,1,47,26812.89
1,8,2,74,66732.63
0,1,2,42,100834.22
1,7,3,40,107815.31
0,7,2,32,34665.79
1,10,1,40,147093.84
0,4,1,21,36942.35
0,7,1,39,16460.77
0,3,1,43,45610.63
0,6,2,33,184954.11
1,5,1,51,47795.43
0,7,2,23,196789.9
0,3,1,27,173425.68
0,4,1,29,36221.18
0,8,2,30,174738.2
1,6,1,39,67131.3
0,4,1,26,165692.03
0,7,1,43,194691.95
1,8,1,33,129525.5
0,6,2,34,146511.2
0,9,2,37,51752.18
1,5,1,56,35418.69
0,3,2,39,57995.74
0,4,1,39,108152.75
0,1,1,27,166144.98
0,5,1,34,101737.8
0,10,1,37,33326.71
0,0,2,44,81140.09
1,10,1,48,140173.17
1,2,1,60,166513.49
0,3,1,40,103232.6
0,4,2,30,120736.04
1,2,2,24,15832.43
0,7,2,76,188772.45
0,8,2,41,114323.66
0,1,1,55,181534.04
1,2,1,48,102640.52
1,8,2,28,158585.17
0,6,1,44,178722.24
1,6,2,39,153955.38
0,8,1,34,65374.86
0,9,2,35,102986.15
0,3,1,39,136643.84
1,9,4,40,77063.63
0,6,1,29,2824423
0,7,2,51,43496.36
0,7,2,32,24267.28
1,8,1,41,59354.24
0,5,2,34,28269.86
0,3,1,31,143162.34
0,4,1,23,20199.3
0,5,2,28,48606.92
0,9,2,34,89013.67
0,7,1,34,59890.29
1,8,1,37,106655.88
0,5,2,38,156439.56
0,6,1,39,24176.44
1,4,1,62,43507.1
1,7,2,48,132005.85
1,0,1,49,80496.71
0,5,2,40,88947.56
1,2,1,35,12639.67
1,3,3,56,94248.16
0,1,1,32,11865.76
0,3,2,27,141449.86
0,6,2,43,149457.81
1,7,3,35,119814.25
0,1,2,29,24924.92
0,7,2,27,139481.53
0,4,2,39,41268.65
0,5,2,34,1351.41
1,10,1,60,147489.76
0,9,1,37,111175.09
0,1,1,43,95963.14
0,6,2,43,43128.95
1,9,1,55,137674.96
1,9,1,45,153383.54
0,10,2,36,96660.76
0,8,1,45,115818.16
0,4,1,32,37898.5
0,2,2,42,145222.93
0,6,1,28,41219.09
0,5,2,32,59249.83
0,8,2,66,116747.62
1,1,1,49,116249.72
0,3,1,26,61257.83
0,0,1,29,141798.98
0,4,2,36,102638.35
0,4,2,36,13210.56
0,1,1,23,35550.97
1,1,1,46,104469.06
0,4,1,24,142935.83
0,6,2,20,195486.28
0,4,1,33,63170
0,3,2,69,58320.06
1,3,3,50,177747.03
1,8,1,42,19632.64
1,9,1,60,18424.24
0,2,1,56,18897.78
0,8,1,36,97879.02
0,7,1,26,63197.88
0,1,1,53,75860.01
0,1,2,27,78622.46
1,10,1,35,23598.23
0,1,1,46,13460.27
0,9,1,33,19998.31
0,8,2,32,185075.63
0,6,1,31,135815.38
0,4,1,56,44251.33
0,10,2,36,136349.55
0,10,2,37,52693.99
0,7,2,30,93767.03
0,2,2,24,197866.55
0,1,2,30,126812.85
0,2,1,39,79503.05
1,2,1,41,129936.53
0,0,1,32,175094.62
0,1,2,35,130379.5
0,9,1,26,153228
0,10,2,29,111285.85
1,5,1,66,49553.38
0,6,2,33,98015.85
0,6,1,36,88481.32
0,5,2,34,66879.27
0,6,1,36,24802.77
1,1,1,47,21312.16
0,9,2,34,190263.78
0,0,1,32,72873.33
0,7,2,38,57764.65
1,6,1,54,110273.84
0,6,2,19,55500.17
1,0,1,50,57541.08
0,8,1,31,90384.26
0,10,1,36,120694.35
0,7,1,24,178028.96
0,2,2,32,180990.29
1,3,1,45,155407.21
1,6,1,57,33676.48
0,7,1,25,89666.28
0,5,1,35,127558.26
0,3,1,37,77272.62
1,8,2,58,107665.68
1,0,3,43,184044.8
0,10,1,31,91510.71
0,5,1,38,87363.56
1,4,1,50,117505.07
0,4,2,29,180626.68
0,7,2,38,93478.96
0,3,1,58,114672.64
0,7,1,36,13387.88
0,2,2,31,173240.52
1,2,1,33,27557.18
0,3,2,51,5552.37
1,6,1,48,88307.87
1,2,2,43,33879.26
0,5,2,35,181429.87
0,2,2,33,102655.31
0,1,1,30,96555.42
0,3,1,40,189366.03
1,5,1,54,12847.61
0,7,2,33,143433.33
0,7,1,33,183983.82
0,9,1,32,169137.24
1,4,1,59,163365.85
1,4,2,43,123181.44
1,6,1,31,16447.6
0,3,2,25,173948.4
0,1,1,54,192154.66
0,2,1,41,198224.38
0,7,1,44,67202.74
0,7,2,37,68789.93
1,3,1,57,147964.99
0,2,2,32,161069.73
0,2,1,39,127749.61
0,4,2,48,191914.37
0,9,1,48,185791.9
1,9,1,43,184570.04
0,1,2,31,130446.65
0,1,2,37,82867.55
0,6,1,30,187632.22
0,8,2,23,56759.79
0,9,2,30,34180.33
0,8,2,28,158545.25
0,1,2,41,182337.98
0,3,2,39,84175.34
1,0,1,39,22197.8
0,9,1,19,189641.11
0,10,2,26,154491.39
0,2,1,41,90020.74
0,10,2,25,197264.35
0,9,2,34,31933.06
1,0,2,28,8755.69
0,5,1,34,52820.13
0,4,1,35,20008.46
1,3,1,44,34607.14
0,8,1,35,177384.45
0,8,1,62,165702.64
0,3,2,40,167889.1
0,7,2,38,133122.62
0,10,2,62,140454.14
0,2,1,28,59938.81
0,3,2,50,12016.79
0,3,1,72,81251.24
0,7,1,31,134169.85
0,6,2,54,94888.6
1,3,2,63,175696.16
0,6,2,25,96758.58
1,5,1,53,128019.48
1,3,2,71,146895.36
0,6,2,40,139356.3
0,1,1,35,2923.61
0,2,1,24,121232.51
0,9,2,30,2053.42
0,8,1,41,6382.46
0,1,2,31,158750.13
0,8,1,47,74028.36
0,7,2,32,44099.75
1,4,1,50,17323
0,5,2,40,175043.69
1,2,1,38,146388.85
0,3,2,43,206577
0,4,2,18,47799.15
0,5,1,34,165562.84
0,3,1,31,72927.68
0,5,1,41,38270.47
0,5,2,27,120893.07
0,6,2,31,188377.21
0,10,2,36,55902.93
1,4,1,56,4523.74
0,3,2,24,102195.16
1,4,2,28,60843.09
0,5,1,29,25548.47
0,3,1,29,134462.29
0,6,2,53,132702.64
0,3,1,37,75698.44
0,8,2,33,105642.43
0,7,1,31,102153.75
0,4,1,63,166677.54
0,1,1,45,24218.65
0,6,1,40,117122.5
1,5,2,45,51871.95
0,2,2,35,84321.03
0,9,1,34,160213.27
0,2,2,40,88695.19
0,7,2,31,6123.15
0,2,2,36,167749.54
0,5,1,24,71638
0,10,2,41,198064.52
0,5,2,29,54914.92
1,5,1,33,190659.17
0,4,1,60,51637.67
0,7,1,38,119333.38
0,7,2,48,127095.14
0,9,2,33,93541.14
0,2,1,38,89289.54
0,1,2,47,108762.16
1,5,4,34,28238.25
0,2,1,74,34130.43
1,0,1,40,7926.35
0,5,2,67,27330.27
0,8,1,33,79997.14
1,6,1,47,50213.81
1,6,1,43,60920.03
1,4,1,37,197699.8
0,2,2,37,92809.73
0,2,1,55,163516.16
1,4,1,58,62449.07
1,4,2,40,115800.1
1,3,1,37,110359.68
0,5,1,72,78695.68
0,7,2,45,128378.04
0,3,2,26,155248.62
0,6,1,49,123499.27
0,5,2,72,99920.41
0,9,2,39,53289.49
0,9,2,66,67622.34
1,7,1,41,11783.1
0,6,2,41,62402.38
0,8,1,84,186235.98
0,7,1,25,79005.95
1,4,1,55,144870.28
0,7,1,32,95481
0,3,2,46,820.46
0,8,1,33,174777.98
0,6,2,30,8991.17
0,6,2,29,2797.27
0,5,1,22,22303.17
0,4,2,71,197562.08
0,2,2,33,23067.97
0,9,2,41,190294.12
1,6,1,31,113167.17
0,3,1,31,124777.14
0,4,1,33,124625.08
0,5,1,26,49599.27
0,7,2,62,151411.5
0,2,1,23,122964.18
0,9,1,60,57088.97
0,7,1,29,7820.78
0,3,2,40,149188.41
0,9,2,40,134638.97
1,7,1,46,184980.23
0,1,2,36,122373.42
0,8,1,37,80215.2
0,6,1,26,14081.64
0,3,2,39,199390.45
0,2,2,37,7667.48
1,6,1,40,74965.61
0,9,2,38,30583.95
0,10,1,42,149682.78
0,2,2,42,92664.09
0,10,2,26,138423.1
0,1,2,31,455855
0,0,1,39,197933.5
0,1,2,35,37341.17
0,8,1,32,79577.4
0,5,2,42,197602.29
0,4,2,43,87537.32
0,10,2,49,41623.59
0,9,1,41,168280.95
0,4,2,35,125986.18
1,9,1,43,548.52
0,1,2,37,96088.54
0,3,1,36,107787.42
0,5,1,26,20510.79
0,6,1,37,192026.02
0,4,1,66,118188.15
0,4,1,34,189540.95
0,8,1,41,63736.17
0,3,1,32,95740.37
0,3,2,30,127939.19
0,7,1,36,193438.69
1,2,1,47,90655.94
0,2,2,36,12067.39
0,8,1,30,54191.38
1,4,2,46,58667.16
0,5,2,43,35687.43
0,1,2,28,14288.93
0,9,2,37,247.36
1,8,1,32,78111.84
0,5,1,31,79547.39
0,10,1,49,193266.72
0,3,1,40,105028.46
0,0,2,21,116106.52
1,3,1,57,53179.21
0,9,2,40,140947.05
0,1,1,24,171837.06
0,8,2,29,123437.05
1,6,1,33,197519.66
1,8,2,36,183058.51
0,9,2,37,22710.72
0,10,2,40,69303.15
0,5,2,39,63705.9
0,4,1,35,116429.51
0,1,1,62,58381.77
1,8,1,43,177378.66
0,7,1,37,35450.53
0,2,2,43,164621.43
0,4,1,28,174435.48
0,1,2,42,94047.75
0,1,2,49,119087.25
0,3,1,26,184800.27
0,2,2,36,75035.48
0,3,1,27,62703.38
0,9,2,40,190882.69
1,0,1,42,91981.85
0,6,1,33,91881.29
0,4,2,31,1905868
1,1,1,30,11710.4
0,7,1,40,25904.12
0,3,1,28,86911.49
0,7,1,46,10958.18
1,0,1,30,1421039
0,9,2,34,42855.97
0,3,2,37,78915.68
0,6,2,39,81409
0,2,2,28,179252.73
1,3,1,33,42171.13
0,10,1,25,58965.04
0,7,1,31,102681.32
0,3,1,35,125553.52
0,10,2,43,53478.02
1,6,1,29,198376.02
0,6,1,35,105525.36
0,7,1,45,47349
0,3,2,47,178822.32
0,7,1,37,72127.83
0,4,1,46,163504.33
0,1,2,27,190623.02
1,1,2,63,140758.07
0,7,2,41,132374.41
0,10,2,74,53949.98
0,5,1,32,121982.73
0,10,2,30,136983.77
1,2,1,46,114371.33
0,5,1,35,62389.35
0,3,1,37,24435.77
0,1,1,45,10908.33
0,10,2,45,90977.48
0,9,1,36,81062.93
0,3,2,34,61230.83
0,1,1,37,126837.72
0,2,2,35,115668.53
0,5,1,42,38819.45
0,3,2,18,86994.54
0,10,1,33,195204.99
0,2,1,32,131301.74
0,8,2,37,100835.19
0,7,2,34,198969.78
0,1,2,18,41542.95
0,5,2,39,118272.07
1,5,1,41,69586.27
1,10,2,43,149629.13
0,4,1,49,146680.25
0,9,2,38,132809.18
0,6,1,35,28707.69
0,7,2,35,104706.29
0,4,2,31,75335.68
0,9,2,30,136827.96
0,7,1,69,139065.94
0,5,1,28,70179.91
0,5,2,24,116160.04
1,5,3,42,83008.49
1,8,1,84,188484.52
1,0,2,37,133699.82
1,5,1,42,72172.13
0,4,2,44,191057.76
0,5,1,37,48233.75
0,7,1,29,79178.31
0,7,2,59,162347.05
1,2,1,43,7611.61
0,6,1,42,88890.05
0,5,1,43,63833.09
0,4,1,67,78310.04
0,4,1,34,37898.91
1,8,1,49,179521.24
0,1,1,33,130726.96
0,8,1,32,198714.29
0,6,1,43,89543.25
1,6,2,35,191267
0,5,2,37,180326.83
1,5,3,61,166305.16
0,4,1,51,29883.63
0,6,1,31,192029.19
0,3,2,39,1710.89
1,4,1,40,135163.76
0,1,2,36,84927.42
1,1,1,36,149912.28
1,6,1,60,88206.04
0,1,2,34,163667.56
0,4,1,41,100153.43
1,7,1,64,32275.09
1,8,1,44,65501.91
0,10,2,31,189392.66
1,9,1,34,116069.24
0,8,2,61,139861.53
1,5,1,51,144184.06
0,5,2,30,157888.5
0,3,1,25,71911.3
0,2,2,31,45033.75
0,3,2,20,150465.93
1,8,1,50,126381.6
1,2,1,46,90189.72
0,6,2,36,122433.09
0,3,2,31,123825.83
0,4,2,68,11426.7
0,4,1,32,114951.42
0,9,1,66,184636.05
0,8,2,28,91055.27
0,2,2,23,93991.65
1,1,1,39,116511.12
0,9,2,31,190631.23
0,5,1,41,199970.74
0,5,2,33,139947.17
0,4,1,35,8816.37
1,8,1,43,135650.72
0,8,1,28,24577.34
0,7,2,28,131249.46
0,4,1,55,140126.17
0,2,2,41,168219.75
0,3,1,40,171867.08
0,4,1,51,70613.52
0,3,1,37,117946.3
0,2,2,29,84872.66
